"x"
"1" 2.50725094841288
"2" -0.972866000595138
"3" -0.76550422230667
"4" -1.32555506592892
"5" -0.779686715696114
"6" -0.934163467353232
"7" -2.81653834980055
"8" -3.27347090577606
"9" -2.73607554171245
"10" -3.1239554274792
"11" -2.58668860704562
"12" -2.4200795941954
"13" -0.426681547761366
"14" -0.00548269300951595
"15" 1.38330425208536
"16" 0.360814690893706
"17" -1.23612610053357
"18" -1.93598704364183
"19" -2.05370031019139
"20" -4.45319469041672
"21" -2.79375024525433
"22" 1.04522447038045
"23" 2.33695973958029
"24" 3.42878243578492
"25" 2.39460203512302
"26" 3.11088460891408
