"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16"
"1" 0.762332756885847 0.246131481460609 0.250123803110805 0.544095513418142 1.03243423080868 0.982832130645784 0.505918352416108 -1.47774874957089 1.56598997603219 -0.0803799090471213 0.000988985037549301 0.000997914399981284 0.805038949574865 0.656477371326206 0.760983296717019 0.745346982729138
"2" 0.509281496482062 0.261214975937818 0.276660924823584 0.564806405644351 1.04970150799438 1.05735864797178 0.566116580254427 -1.74701825142697 1.49366162709473 -0.185878830060879 0.00114668180272881 0.00137934081336114 0.778860742555991 0.596112632799426 0.575074432226824 0.764210113744991
"3" 0.559170987510094 0.241130142380983 0.224430935058972 0.481628213910717 0.953185587955534 1.03739369713566 0.537859480253974 -1.63623392900518 1.64998536200849 -0.0130520828243217 0.000933705747973925 0.000813970892751696 0.751989897334274 0.790994296672666 0.709158719428347 0.746254052472458
"4" 0.325573246351756 0.215350645482779 0.25345940707732 0.426020236415287 1.07624890380611 0.961655625597817 0.429527861221687 -1.57297103354739 1.67564915352476 -0.0428760830796407 0.000969290794529221 0.00149605767514442 0.92644882651454 0.641043683951185 0.76174465663026 0.833429499541726
"5" 0.334529649198495 0.225825723587656 0.252446388074353 0.344752268397165 1.03955362393725 0.940425765799967 0.487331758156369 -1.62435366647201 1.5760835322501 0.0386269210067587 0.000852785962536952 0.00104363535017246 0.815436320689166 0.698991881266951 0.759745186771915 0.769366534916333
"6" 0.339605783056421 0.338805909282412 0.231905738614999 0.38457289228794 0.901913072964031 1.03537403943946 0.60031707891364 -1.39441716397047 1.66417099472825 0.09799986130223 0.000899917721802397 0.000969483561945368 0.722271161066678 0.739293187307336 0.726333893446352 0.859785430507856
"7" 0.39044008330918 0.231141579249096 0.27164303316154 0.524403045188029 1.0145258569283 1.02285631151565 0.511693946219561 -1.54149489422694 1.51401534316325 0.185375607118456 0.000996308214428151 0.000996394378744668 0.718852080145938 0.76104302052137 0.635693322297815 0.739997705270519
"8" 0.434555255495558 0.249641240407459 0.318909725298113 0.524467414612122 1.01858165053743 0.928363237612691 0.618898467790039 -1.53263989939827 1.5825770974494 0.0443512600774869 0.000938314527631212 0.000898423973605297 0.685502518452668 0.716097719711502 0.660527350795244 0.816618668738066
"9" 0.441521202092399 0.242354518880119 0.236852226835794 0.541541377493312 0.992350691788031 1.04299028278356 0.455736163961977 -1.45896541251842 1.5686341726204 0.00105333969163801 0.000999114212399397 0.000999816384382691 0.893126072889572 0.716078661257041 0.714853406810734 0.777604174261655
"10" 0.385997152307329 0.283810317449821 0.226683054855493 0.525377433045441 0.962224935542852 0.984239835730498 0.499085869305855 -1.71987166755174 1.5869107422274 -0.0145259981862481 0.00100417397526617 0.00100214390405212 0.952368793204513 0.709549147774074 0.745028728879347 0.869360311301523
"11" 0.891538044309323 0.278393268945619 0.269746634296624 0.65001854382346 0.985002286238967 0.986784312076646 0.72111804703748 -1.55446449201047 1.3364059491558 -0.0150391445612825 0.000983051010766666 0.000995741175472754 0.586096279948242 0.6594459446263 0.632351689002256 0.730870078086622
"12" 0.716069673959916 0.244516265983495 0.254875673078153 0.435023549767167 0.99187637656192 0.964642798929041 0.422967443643733 -1.55246652328408 1.53216220508959 0.0320096857146351 0.000897173036002376 0.00096016551023801 0.728075342353895 0.729452590994218 0.709878625966876 0.799012353440572
"13" 0.468723451629703 0.221058441152814 0.263128263583131 0.478535510269583 0.991075804198863 0.996798510291823 0.478083081032738 -1.61028545863102 1.72332061924672 0.00475102194603604 0.00078087829491434 0.000882493107200994 0.712925780128365 0.72601759954063 0.655611724471 0.839829964607252
"14" 0.524291501941642 0.301518225615526 0.254470333752537 0.518886337204699 0.907467817893004 0.995703363313244 0.427457125309355 -1.75219198879119 1.55973878992683 0.136679430368035 0.000889007015641836 0.00104967862234843 0.859475076191285 0.699631825449744 0.643326907719537 0.877841374204935
"15" 0.538156310264838 0.252275594894416 0.250966404369661 0.522520232066318 1.04018956061305 0.946533122779719 0.507101598605047 -1.58195391610253 1.46487009678602 -0.084915437089519 0.00106776246062576 0.000979193804925347 0.795806473087493 0.678273470353534 0.732571253384383 0.792143611997769
"16" 0.686100425094541 0.248835975077436 0.208530275583821 0.473922862061534 0.981062825588423 1.07280212496862 0.487293719970768 -1.64744141022952 1.56056198191679 -0.0586990440363491 0.000954726810799143 0.000829515078590144 0.992480472333893 0.701616496678456 0.735336009045533 0.800146853635087
"17" 0.382996173430893 0.21572044590901 0.251556814847251 0.477943003018304 1.07264165669056 0.940570925714854 0.580698297000664 -1.53887654541248 1.79648700194515 -0.0987562457246609 0.00100132455318497 0.000966287535391009 0.7065602290575 0.692845671124096 0.791081767817707 0.719792051231857
