"x"
"1" 2.78977767512785
"2" 1.10149742160083
"3" 0.680341512994177
"4" 1.1232042864067
"5" 1.52454866176367
"6" 1.14293983767906
"7" 1.99476332988198
"8" 2.86551975107211
"9" 2.67067001703067
"10" 1.26338642428667
"11" 2.81854512166901
"12" -12.7685616920718
"13" 1.35058988486788
"14" 1.10902053685973
"15" -11.1320200238677
"16" 0.462121748361967
"17" -9.30690362052736
"18" -19.5429906820765
"19" 0.477618152079376
"20" -3.62808020065287
"21" 0.706972521386844
"22" 7.8495283078265
"23" -0.740898431693
"24" 5.18039508539209
"25" 1.38201442374229
"26" -10.1669432960178
