"x"
"1" 2.41562967955708
"2" 0.723461242893346
"3" 1.09121527965279
"4" 1.09578406293904
"5" 0.905620475868075
"6" 0.820678037316965
"7" 1.85961198342579
"8" 2.5191371604368
"9" 2.65773455147206
"10" 2.1673399766061
"11" 3.27836626648279
"12" -2.8376894717137
"13" 0.513846239203583
"14" 1.38459349874478
"15" 0.711305451718652
"16" 0.636535598540734
"17" -2.83201022292236
"18" 0.0676817040484921
"19" -0.0438259105541853
"20" 0.127810528852111
"21" -0.141189939447398
"22" 7.36335523438355
"23" -5.28448597470153
"24" 11.1867773935707
"25" 5.90249274998023
"26" -0.197617305220848
